student_id,course_code,term,likelihood,path_type
S388,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S389,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S390,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S391,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S392,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S393,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S394,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S395,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S396,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S397,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S398,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S399,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S400,ECI 140CN,2027SP,0.6,EnvironmentalDepth
